""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"GDPD5",8.223640575,8.075403734,7.938118057,8.280416258,8.137105927,7.922561018,8.135637036,7.977632462,8.209764129,8.021384522,7.865920743,8.128014187,7.866005593,7.953851899,8.277731124
"FBXO38",7.527305101,7.650626554,7.632435958,7.188645311,7.461885941,7.646370839,7.422803888,7.364970062,7.277272728,7.596557213,7.393321392,7.174985304,7.36081526,7.396721956,7.169976448
"TDRD3",6.177047883,6.601839452,6.432420249,6.793600065,6.618779708,6.693463218,6.903499142,7.097966981,7.008028504,6.664715683,6.957999342,7.106634876,6.960532963,6.949090102,6.94625739
"STMN4",4.381779156,4.226364897,4.759065934,4.585492353,4.261838869,4.332252196,4.151670718,4.286986515,4.575720892,3.994156191,4.385666785,4.210435137,4.132758127,4.319340036,4.34580389
"YIPF5",8.023855122,8.008546802,8.17635534,8.051992823,8.1169037,8.175436824,8.203137925,8.169867501,8.084888793,8.125847236,8.137802747,8.271202632,8.167534047,8.093506568,7.887317911
"INTS14",8.001020479,7.984139603,7.954976329,8.192258066,8.052553337,8.068540263,8.217639637,8.159141226,8.308580937,8.001373324,8.015835544,8.184677812,8.015284403,8.071603203,7.912787039
"LMAN2L",7.579797585,7.612492738,7.493850475,7.723455551,7.723260952,7.754786034,7.700464616,7.689903755,7.688697896,7.541123683,7.597279596,7.770550948,7.701917509,7.759286426,7.612383932
"NDEL1",11.01433888,10.98946481,11.07072547,10.2765272,10.75589808,10.9364555,10.61545687,10.51172114,10.00338128,10.86557866,10.53742939,10.01560473,10.55132011,10.50664554,10.00517494
"CSRNP2",7.336776609,7.489278257,7.328734564,7.302006107,7.481319335,7.387396682,7.353943286,7.433655901,7.532236767,7.429902502,7.337003266,7.359954486,7.571575615,7.480721488,7.398794194
"TXNDC5",10.32799606,10.37305812,10.13520552,10.62383448,10.52980765,10.20896887,10.4560452,10.35896178,10.49679116,10.14277273,10.18954536,10.55307567,10.29941541,10.37267579,10.25332245
"ACTL8",6.265332922,6.17308783,6.05871666,6.18855244,5.976323984,5.989287784,6.073578869,5.844171155,6.108851177,6.040057493,6.126604127,6.13709526,6.025245541,5.92751644,6.119523176
"CLPB",6.363202649,6.680026061,6.304666097,6.313564005,6.387639354,6.384490403,6.45904748,6.386764937,6.258107288,6.221160013,6.357648792,6.239124178,6.409080624,6.490480342,6.360389791
"GFOD2",7.258290744,7.183966726,7.027153261,7.166418778,7.206286407,7.079230949,7.194164227,7.056889464,7.037984164,7.014353436,6.887659679,7.023334368,6.98082793,7.098938769,7.069708093
"COL21A1",4.115028403,4.333207469,4.395310401,4.097791795,4.019812086,3.905970721,3.906488521,4.086601373,4.224054558,3.865254881,4.122805713,4.026956502,4.094055598,4.127169839,3.942997923
"PLA2G12A",4.830845303,5.029313372,5.091448942,5.18530712,5.174556745,5.127821025,5.111312833,5.192203741,4.909425135,5.079189841,5.392393764,5.133172692,5.597894392,5.555631906,5.76220311
"CAMK2A",5.648221928,5.521745932,5.493955205,5.647584148,5.555711684,5.503775446,5.427356974,5.234428076,5.539784891,5.480994456,5.388425728,5.460172949,5.374362365,5.253960925,5.514215853
"CDADC1",5.351869665,5.118934335,5.539617723,5.307844608,5.401543931,5.38936633,5.527991267,5.294307833,5.531151359,5.36345343,5.433204167,5.532149671,5.125472996,5.317997047,5.226178461
"TRIM8",10.36624908,10.16792193,10.23516774,10.01087457,9.863592481,10.02366943,9.895467811,9.655346145,9.203407757,10.17209288,9.668674644,9.539600533,9.505235669,9.559975481,9.412207145
"URM1",8.484957239,8.633903625,8.306187922,8.699762262,8.549700755,8.5394608,8.589304608,8.541836287,8.485067717,8.423224842,8.683659513,8.720962892,8.540886477,8.47015068,8.508022114
"FIP1L1",8.228852731,8.090881165,8.253296808,8.505549622,8.103948048,8.382190851,8.282417528,8.332287124,8.359599131,8.120214865,8.284909546,8.214975175,8.034038667,8.181184579,8.088573219
"SNX27",9.434097113,9.195641413,9.263221673,8.849377434,8.99907693,9.049859395,8.964067878,8.866050628,8.585894113,9.07619832,8.712030492,8.541194602,8.866330299,8.868950104,8.688314218
"ANP32E",6.951109509,7.099232124,7.424651827,7.618584439,7.599591473,7.83093104,7.969993663,8.304657743,8.364578467,7.858796136,8.195904074,8.311128761,8.371450585,8.317652794,8.658002658
"NIPA2",9.922651684,10.05435377,10.06653071,10.26693118,10.1338525,10.14998668,10.21506138,10.22932626,10.19250391,10.14450984,10.2725693,10.17984529,10.1716276,10.22640885,10.14204871
"ACSBG2",4.639278156,4.533728203,4.413298828,4.463923289,4.333892769,4.334536948,4.332396279,4.282017687,4.565505541,4.348554426,4.621361198,4.457505589,4.626829908,4.420770123,4.49470718
"CAB39L",6.020285604,5.816351918,5.785978375,5.832694208,5.855213265,5.975690655,5.934527061,5.65791584,5.710274275,5.934486727,5.963188485,6.066374939,5.811453901,6.0665815,5.714442989
"ITM2C",8.616331851,8.601741954,8.32306856,8.730256186,8.759772389,8.473894397,8.799827269,8.547753042,8.912860142,8.502610379,8.526338752,8.790736848,8.505893389,8.530212596,8.675854939
"TSPAN14",10.28806933,10.01392723,10.10049037,10.21962589,10.40929938,10.09301657,10.5420524,10.23842974,10.22189078,10.31062477,9.831715836,10.26065669,10.13831043,10.02928108,10.10875939
"COIL",5.823996068,5.955606513,5.986426514,5.900967732,6.252976329,6.451827258,6.497437571,6.787121202,6.753781982,6.272972225,6.555454763,6.504307309,6.65579607,6.850278936,6.691333335
"CDT1",4.835353624,4.428373426,4.463866257,4.517142597,4.60561721,4.563488923,4.582637054,4.301472668,4.454654343,4.601453188,4.41096787,4.604020661,4.40936447,4.362471894,4.479016758
"UNC93B1",9.015569429,9.056554755,8.794883282,8.546133833,8.571885074,8.477185413,8.77600997,8.629165136,8.170708125,8.606850486,8.474399551,8.389424694,8.587908919,8.534177817,7.996175531
"DEFB126",4.374848744,4.338170891,4.399046035,4.330773519,4.747929777,4.393939299,4.185374907,4.391928047,4.40150707,4.708881932,4.221816328,4.402386837,4.508697629,4.493862095,4.75463165
"TSC22D4",6.895665961,6.943408762,6.791321353,6.708703611,6.678735811,6.508532042,6.683736487,6.466211842,6.324371815,6.614304827,6.476123528,6.375969971,6.327959852,6.508889332,6.560654215
"MAP1LC3B",10.86529197,10.97792612,10.92659037,10.64234404,10.80997542,10.8409071,10.69937519,10.56295882,10.40723384,10.86907155,10.85220726,10.41609148,10.87614856,10.71773802,10.64925498
"AKAP1",8.255270518,8.232903573,8.075319941,8.287171281,8.208562113,8.239190607,8.352068651,8.218313972,8.540362662,8.237824212,8.107733404,8.509782253,8.137447279,8.29963059,8.255395352
"CCNL2",9.378671229,9.458610935,9.281687206,9.487024462,9.096122002,9.284132982,9.243582998,9.334567952,9.443689902,9.084296863,9.331582564,9.287568483,8.943680846,9.137147482,8.850873589
"VMP1",11.69054215,11.75791951,12.27143413,11.10384268,11.97507214,12.18998226,11.96548644,11.95571362,10.79944374,12.15020685,12.04502043,11.23213688,12.32946072,12.06832579,11.09824856
"C6orf62",9.290901036,9.29862035,9.453047932,9.31009365,9.741942184,9.53439105,9.842875461,9.539697172,9.485556294,9.743927414,9.418024691,9.448809123,9.788867562,9.72336972,9.634304259
"ISCA1",8.379711007,8.658587456,8.931608562,8.546424307,8.978257653,8.956820971,8.815501565,9.18329654,9.366028382,8.972731325,9.235438305,9.384445034,9.571356258,9.892477584,10.10904935
"REXO5",4.714636592,5.000832219,4.824274603,4.968481447,4.851997648,4.777948732,4.932353116,4.673424095,4.93667311,4.894113435,4.807942598,5.077970757,4.787091151,4.875585554,4.806264725
"AMN",6.556596341,6.434063326,6.320017852,6.41321146,6.302860794,6.357513118,6.334200402,6.041425874,6.140848517,6.213462371,6.208496779,6.424252409,6.128437582,6.164004446,6.325688942
"OR2B2",3.784775296,4.005257433,3.922003829,3.771500843,3.660188339,3.847843203,3.605381137,3.690511282,3.88059746,3.630356254,3.662271208,3.761115414,3.557719886,3.750063462,3.916737231
"CAMK2B",5.088848185,5.13351215,5.074443097,4.886513083,4.869589272,5.093486634,4.991626363,4.818816935,4.923024583,4.942041634,4.89477164,4.851037594,4.868236199,4.776934014,4.911971512
"MADCAM1",6.580082445,6.940246572,6.665518497,6.794511621,6.596271887,6.432818596,6.549212513,6.355481005,6.473465404,6.498987924,6.251930293,6.41094908,6.409565334,6.206729531,6.440374823
"SF3A2",8.21137731,7.790130462,7.461942241,8.221335967,7.95256023,7.737054775,7.876013289,7.474234938,7.802820759,8.030560268,7.109538033,7.94488252,7.429086646,7.139774697,8.20833097
"ELL",8.144187807,8.085062181,7.904584216,7.637060053,7.780938386,7.813062621,7.756856141,7.581785223,7.263673946,7.78856796,7.429423601,7.293421766,7.620188621,7.62258971,7.065709329
"RNF170",5.094881785,4.940748116,5.555255839,5.33205656,5.645136943,5.687511014,5.810691371,5.788443146,5.681307021,5.76139376,5.52875356,5.518323565,6.202899302,5.826860999,5.517068515
"ADAMTS12",5.777760623,5.469643289,5.577947164,5.628141724,5.745816935,5.541534462,5.548665585,5.38375909,5.716724113,5.500821859,5.420907454,5.640585246,5.450718278,5.484695298,5.638501049
"SLCO5A1",4.139079179,4.173275479,4.263831012,4.47934879,4.130206435,4.090946514,4.067040344,3.979859097,4.103851186,3.956172017,4.089797859,4.235680841,4.069843928,4.107668756,4.345481785
"NETO2",4.88529369,5.096519279,5.189805689,5.251228049,5.156511303,5.275723562,5.527046382,5.573076386,5.278464198,4.944799297,5.480488057,5.383530462,5.644089214,5.776360149,5.349386575
"SPACA1",4.042318225,4.188896374,3.868624163,4.080875627,4.405631811,3.930491151,3.727727084,3.909608234,3.835770406,3.939447178,3.921802085,4.141547694,4.088666022,3.953753288,4.254417654
"VANGL1",4.828004567,4.7151231,4.651261001,4.524376335,4.696813511,4.386465804,4.739221956,4.495910503,4.501611649,4.457991116,4.689882549,4.681573181,4.998170289,4.591471416,4.660730943
"RNF146",7.155107593,7.431035756,7.676689915,7.422749084,7.336735488,7.568027058,7.398087872,7.328817661,6.936651218,7.270808645,7.482781035,6.911797213,7.372233102,7.334839379,6.802443498
"SPRY4",6.247929247,6.245594505,6.279788308,6.246220485,6.247841974,6.097593212,6.312162425,6.016543356,6.14117655,6.192447693,6.199588156,6.26417818,6.081671003,6.014693065,6.322066021
"ST6GALNAC5",3.844541943,3.786431393,3.87600798,3.683101009,3.467746998,3.561328532,3.643662987,3.589999164,3.621221363,3.706950892,3.632775929,3.686470074,3.849138069,3.697897119,3.723646144
"KRTAP1-3",3.726028131,3.619843548,3.730186034,3.617771109,3.65931375,3.681544621,3.59524811,3.466975802,3.688005285,3.735558725,3.531218998,3.62356549,3.710625245,3.563787071,3.521311783
"KRTAP1-1",4.456470273,4.521177313,4.435619974,4.31312484,4.543291388,4.452742269,4.575552858,4.051336196,4.527990983,4.444352647,4.487313939,4.62606535,4.288153282,4.389713689,4.498329991
"MED25",10.40793271,10.31554191,9.81394715,9.916848848,10.05138905,9.843375099,9.966389332,9.081056818,9.176756672,10.20352147,9.264323794,9.876920689,9.655340251,9.138169949,10.05588754
"SHARPIN",8.340588249,8.49025706,7.853789239,8.231842481,8.635282524,8.104439279,8.434835728,8.199432159,8.146673476,8.544956669,8.158888667,8.425775896,8.423791691,8.355548249,8.951303853
"ARPC5L",9.60487722,9.664436276,9.689553848,9.905609991,9.932919943,9.740056627,9.954998605,9.958397912,10.07931647,9.766835252,10.04554365,10.09890543,9.940074611,10.00158366,9.636597777
"RAB1B",9.831704105,9.639803179,9.449954558,9.590354701,9.762809955,9.508675755,9.644893479,9.201279107,9.12263526,9.561931675,8.991178778,9.304344555,9.31082271,9.11954312,9.545099607
"ZNF239",4.955619103,5.356766909,5.373083418,5.323219869,5.544332235,5.456361473,5.751307867,5.717217727,5.70226577,5.503622625,5.430390154,5.774565751,5.877042986,5.612232988,5.70293381
"LAS1L",8.696452881,8.66545908,8.593437607,8.930316811,8.533182841,8.659209757,8.680367037,8.643132989,8.917570874,8.647447971,8.681005376,9.013708812,8.586182405,8.597402595,8.831638173
"QTRT1",7.540851498,7.514693283,7.156910854,7.433433767,7.348402123,7.291053841,7.515967181,7.235692308,7.747837758,7.235427342,7.399414245,7.763560952,7.155280096,7.301392836,7.344895037
"SLIRP",6.234157046,6.764127876,6.907130593,6.635191976,6.555746584,7.065403511,6.778160781,7.946451373,7.726986429,6.519823992,8.885088388,7.687781656,7.763144391,8.657383162,8.433086206
"SLC25A28",8.618033165,8.702192048,8.467227277,8.645529824,8.370455803,8.480668453,8.588480086,8.659659346,8.6519698,8.348859888,8.696143148,8.583535289,8.441486481,8.538934544,8.3383642
"SYMPK",7.032114451,7.113276689,6.772717242,7.13046342,6.938932224,6.74493874,7.063207926,6.896195971,7.070032883,6.812169948,6.751487989,6.929825826,6.67562934,6.66765535,6.763572989
"CAMK2G",10.04931314,10.05181305,10.02096953,9.651182767,9.820591858,9.803607299,9.799010818,9.650090227,9.376513671,9.765333804,9.491145382,9.396388243,9.547156347,9.444034355,9.110063043
"MIA",6.774511167,6.777111107,6.9661234,6.783662891,6.773080125,6.626528579,6.535784228,6.542843591,6.740230399,6.547335068,6.488473991,6.5390734,6.573667956,6.41001546,6.65062796
"SEH1L",8.049847441,8.229167332,7.987021542,8.420726385,8.601096533,8.37905755,8.595216498,8.611755123,8.951883872,8.621097784,8.284609357,8.791973899,8.749192176,8.645840699,8.589973912
"CLPP",9.153877427,9.099835901,8.993097897,9.245154258,9.176627689,8.982672026,9.175148345,9.155902455,9.155867982,9.041166824,9.10594325,9.13014485,9.096664596,9.129570259,9.027140272
"KIF18A",3.653915398,3.657824532,3.842382368,3.943842655,3.829678744,3.761273532,3.517483126,3.69808482,3.882413186,3.790929559,3.721725914,3.687508516,3.998579501,3.703441653,3.692340667
"ZNF93",6.144399522,6.18171121,6.489478128,6.506488038,6.084873453,6.413413184,6.118268858,6.084917991,6.333379506,6.276799155,6.224610282,6.361106323,6.146824676,6.201544069,6.664358844
"HDHD3",7.654322471,7.793252134,7.275184526,7.649393795,7.659061937,7.398676413,7.770398333,7.741911367,7.740102947,7.569807058,7.592544081,7.807168032,7.586885216,7.632819756,7.807643073
"DPF1",6.663368728,6.773322203,6.578278686,6.732377016,6.502941382,6.386319278,6.421310795,6.351458872,6.173654569,6.434701917,6.570086899,6.607281933,6.432637634,6.466915041,6.541315395
"MKKS",7.687269675,8.009904563,8.232202583,8.178073993,8.049235209,8.16096084,8.387795424,8.771095103,8.709401752,8.176488467,8.824287032,8.480581526,8.6683176,8.931684355,8.661687764
"CAMLG",8.879481639,8.94341659,9.016378729,8.838794882,9.244290722,9.306015646,9.340723107,9.372635567,9.613195528,9.171834236,9.490130779,9.497392564,9.50408387,9.533827563,9.62465198
"ACTN4",7.489017552,7.261350592,7.341796017,7.42564884,6.94973247,7.090653421,7.359770978,6.774275827,6.786993878,7.023573727,6.829216516,6.695680411,6.465009246,6.91098169,6.370299679
"GDF5",6.188571039,6.027315323,6.053725343,6.434376421,6.141911628,5.969033306,6.057625961,5.953806684,6.204175685,6.069154341,5.971529405,5.93544892,5.89442746,5.729018107,6.488781413
"NCOA3",8.733798197,8.58564418,8.54297174,8.584961512,8.318080613,8.619928296,8.522499852,8.503530397,8.819422824,8.556040581,8.540726156,8.845576709,8.446013315,8.383590174,8.622219273
"NRIP1",6.946370388,7.215720074,7.181999629,7.472801984,7.482964135,7.707583726,7.978154812,8.144666169,8.124021287,7.655071415,7.882798093,8.099658108,8.084756895,8.319804336,8.214925454
"CHAF1B",5.798033054,5.911544393,5.900463163,5.849750829,5.925881866,5.88284395,5.856317661,5.582186068,5.511924428,5.826681968,5.162614345,5.78103496,5.712357922,5.839654228,5.710750628
"GATD3",7.779593391,7.782074078,7.765525916,8.037777631,7.973821701,7.898642556,8.091127522,7.998742054,8.095008851,7.853665918,8.017229826,8.074335286,8.049922197,7.941059911,7.906686016
"CAMP",9.195836279,9.269004504,9.424695569,8.451297355,9.360636218,9.635540458,9.563592531,10.31778152,9.105649657,9.899654393,11.06317275,9.840550254,11.26135372,10.92123219,10.22807881
"LZTR1",8.173070715,8.164145323,7.937717033,8.287640817,7.884243913,7.947058683,8.250849084,7.971090145,8.292883165,7.775559289,8.104924276,8.267997819,7.87423539,7.828495639,8.186598551
"CLTCL1",6.986846866,7.003062585,7.126351657,6.510182308,7.024669744,6.9281209,6.962167843,6.901159948,6.378062207,7.051893406,6.500719087,6.466546724,6.909478106,6.598391855,6.746617504
"CANX",9.24875737,9.359226887,9.442831548,9.658728878,9.404849,9.53295304,9.53382285,9.601350231,9.626952115,9.464271621,9.573499177,9.535706091,9.677298432,9.622874818,9.275230987
"ESS2",8.730431016,8.854639458,8.37258625,8.497409502,8.641704844,8.449398101,8.633100799,8.405665692,8.395268346,8.616552018,8.225331548,8.559070762,8.480274619,8.343238328,8.355674314
"SYN3",4.736512683,4.592345274,4.840183137,4.614130165,4.537151714,4.590948757,4.594253822,4.496761818,4.734571183,4.637380547,4.654873706,4.632347635,4.505976418,4.455043989,4.852669478
"PUDP",8.032291061,7.991039304,7.994927289,8.058982249,8.121336279,8.161327668,8.197161774,8.251942118,8.07319521,8.120275606,8.149313789,8.095066073,8.22121625,8.227250866,8.195981203
"PNPLA4",5.251029886,5.470239886,5.318213305,5.505928504,5.574211165,5.383487182,5.628683656,5.504487191,5.682169278,5.555607314,5.427090495,5.678677586,5.662211974,5.632669822,5.721714782
"CAPG",9.504567209,9.553009782,9.758062864,9.978668739,9.672979025,9.846620454,9.702143227,10.0958165,9.668838589,9.564716341,9.906308562,9.663325628,9.707876558,10.06132624,9.683452329
"ZRSR2",8.966750852,9.080009589,8.926955151,9.088586918,8.879862472,8.778862134,9.065809214,8.937159194,9.051448472,8.857411846,8.874721042,9.057162286,8.823026373,8.794946467,8.768976094
"USP11",9.397900594,9.286793452,8.986384519,9.376053455,9.086152583,9.051955029,9.138123581,9.019062159,9.516908479,9.080215949,8.863810369,9.414370845,8.823664589,8.876957299,9.072675681
"USP9X",10.20729194,10.30181186,10.30466507,10.15505429,10.1702942,10.2778067,10.33393021,10.23606779,10.13991604,10.29462711,10.16308029,10.04812827,10.17224098,10.16471242,10.10407358
"CAPN1",9.354446204,9.254703418,9.079205326,9.317214973,9.032618238,9.076293946,9.18911643,8.948130906,8.923508322,9.101137665,8.739998177,8.98448906,8.670780561,8.871625267,8.94654928
"RBM10",9.679650584,9.654326466,9.561520861,9.747910737,9.410652025,9.490846478,9.613765666,9.43639987,9.587891563,9.439607266,9.42215585,9.496510672,9.272322551,9.304655999,9.18958376
"KDM5C",7.306658162,7.062470376,6.954124586,7.179320459,6.871577692,6.950724402,6.986579433,6.970783912,6.989863727,7.1390595,6.751809492,7.000114362,6.727882772,6.628331607,6.923435702
"SMC1A",8.069686743,8.111274734,8.095286956,8.372821032,8.092240389,8.208109251,8.0992359,8.22608728,8.319135248,8.236654111,8.242056581,8.191151769,8.112408988,8.161942396,8.038262126
"CAPN2",11.60806929,11.65838491,11.54968957,12.15047623,11.89777414,11.75182326,11.93961784,12.01857717,12.07236679,11.79324035,11.88457492,11.96948767,11.86301929,11.90092797,11.9138798
"CAPN3",7.498716876,7.576843447,7.312210282,7.490042876,7.084756102,7.246171418,7.59458042,7.480222511,7.686498583,7.321602194,7.31125882,7.59902148,7.274859171,7.300262773,7.208307427
"NAA10",8.426359177,8.472718895,8.293824133,8.583762065,8.45164809,8.375670379,8.57690104,8.426740126,8.519907075,8.356497219,8.497056981,8.364738967,8.387953813,8.416249834,8.448149769
"UBL4A",8.824162452,8.687296241,8.626335985,8.900265117,8.994922614,8.785651944,8.986602296,8.870096554,8.988369482,8.926629507,8.842347713,8.942950602,8.924365525,8.886865662,8.965088155
"TMEM187",6.856395017,6.891155613,6.660160726,6.775353895,7.044967667,6.952591408,7.141700816,6.987081065,7.018872798,7.036906627,6.762419331,6.941404,6.821872329,6.701854691,6.749429729
"CAPNS1",12.07677053,12.06182779,11.7305839,12.22617032,12.01016365,11.8836849,12.05527424,11.98686889,12.01429891,12.03195447,11.69528195,12.01319631,11.88076956,11.91622899,11.99710591
"LAGE3",8.596963228,8.567627306,8.54785341,8.720616139,8.621965198,8.471383704,8.592699883,8.787454969,8.826451714,8.561342793,8.648559271,8.861214483,8.777826051,8.786037461,8.792912153
"SLC10A3",8.857081875,8.809687224,8.455278789,8.710657835,8.726405191,8.44159831,8.727953032,8.39738313,8.482628978,8.68899102,8.270296519,8.612622236,8.431560225,8.374868539,8.478953176
"TKTL1",7.07055183,7.153367613,6.862018485,6.951543887,7.113231486,6.710519715,7.160444426,6.867291501,7.133527477,7.110916157,6.853601194,7.161886834,7.086718644,7.036874263,6.955877613
"CAPN6",3.891542275,3.912133836,3.930620375,3.981629873,3.719184001,3.761877106,3.674770784,3.692015546,3.737668414,3.546568617,3.782091958,3.739909798,3.774105052,3.681834699,3.862301691
"KDM5D",9.568204081,9.61117752,9.366091767,9.821528873,9.555338924,9.427904792,9.69857758,9.780090953,10.09606509,9.605440146,9.571954633,10.0022197,9.454239693,9.589909144,9.815682519
"USP9Y",6.6419301,7.192127808,7.116006003,7.295813741,7.334643773,7.009196895,7.291833487,7.489061786,7.498975508,7.007277764,7.499988567,7.43341252,7.520348578,7.759132886,7.088826869
"ARID1A",9.994620944,10.00783468,9.699970793,9.909478313,9.542698223,9.710035786,9.560361946,9.488771167,9.466064445,9.674156543,9.374634647,9.556469463,9.346544093,9.223367326,9.312289238
"H3-4",4.570662014,4.354800685,4.263007011,4.295219282,4.304857719,4.507669483,4.306392292,4.406711895,4.341440341,4.436689784,4.293297858,4.314872042,4.350878679,4.360777838,4.246589063
"DYSF",11.75437765,11.86926696,11.76472415,10.86298984,11.25248175,11.48738722,11.11407244,10.88947147,9.590093586,11.45409051,10.99528809,10.02838132,10.83734013,10.78108477,9.866791355
"COLQ",6.517424648,6.547729209,6.223474439,6.378497573,6.649501551,6.247302982,6.647256178,6.314253919,6.484984776,6.42814806,5.985308125,6.344232443,6.330274374,6.224305242,5.891505654
"TRRAP",8.055025516,8.079402909,7.708859386,8.147970836,7.643497965,7.799709699,7.824369469,7.805076259,7.906518589,7.781807368,7.664832498,7.843111627,7.503147491,7.69313887,7.576396104
"CAPZA1",10.77593945,10.71998888,11.58650097,11.05299271,11.4810451,11.86965104,12.13360994,12.21873727,12.01026798,11.7488822,12.16109459,11.77197865,12.06887689,12.0584009,11.88913991
"PICALM",10.21498681,10.17928301,10.4910312,9.772103196,9.936073017,10.30788046,9.694492347,9.716001636,9.165854632,10.09621226,9.942179687,9.269874432,9.843844517,9.782535594,9.032579675
"KLRC4",3.731635096,3.579884176,3.746081763,3.786797412,3.684541044,3.984321179,4.007073324,3.984317023,3.623539187,3.961942599,3.861834817,3.714359019,3.941094095,3.951561956,4.001586118
"ACOX2",4.661522961,4.478682693,4.622314574,4.617195712,4.612883395,4.507170231,4.69342586,4.464106547,4.190451974,4.742604931,4.764685721,4.377909086,4.448077438,4.536134565,4.465057558
"CAPZA2",7.685168461,7.823265679,9.098376286,8.070957755,8.908182566,9.430866952,9.341339651,9.938044611,9.31314814,9.198088747,9.836891321,9.251945352,10.16866031,10.2461022,9.677702275
"ACOX3",7.736622481,7.493550434,7.644603243,7.587066206,7.46428336,7.435701065,7.468983398,7.519889656,7.586545638,7.602647394,7.258568866,7.258425907,7.453807602,7.254259679,7.404850292
"AXIN1",8.734060645,8.66237805,8.537120299,8.604663118,8.705287012,8.473601785,8.893581952,8.602117106,8.634636418,8.695879704,8.383536109,8.634842538,8.602229825,8.440692518,8.759047468
"BAP1",9.333276299,9.273236341,9.115920197,9.118906378,9.219285168,9.137813828,9.35654737,9.27156503,9.267240312,9.325190654,8.892374849,9.248056268,9.199557132,8.98921301,9.19941693
"BRAP",7.13971579,7.23316147,7.234060659,7.120690444,7.184566755,7.10234483,7.115553777,7.067232157,6.926843453,7.11784787,6.931918837,7.102001134,7.039080367,6.956558953,6.810771833
"CDC7",5.012640159,5.299825941,5.229739775,5.254483259,5.887719462,5.511055676,5.775078436,6.138364077,6.019015694,5.607458614,5.881326213,5.784083605,6.01213529,6.344758005,5.910352201
"CDC45",4.547742667,4.52974794,4.691011058,4.397135825,4.911040625,4.785562512,4.70109399,4.490024137,4.633994505,4.767384442,4.487160295,4.745807481,4.58255298,4.578499814,4.70905366
"CAST",10.35583669,10.47634004,10.52981827,10.57296385,10.4110609,10.45348997,10.47016887,10.54542271,10.47192569,10.48088621,10.53764433,10.41470416,10.44821329,10.4582338,10.1430956
"FZD1",5.214673757,5.288458227,5.295568557,5.182900742,5.27912597,5.16641263,5.199289565,5.173533471,4.617715312,5.055739245,5.081337122,4.983037362,5.065603919,5.056643147,5.031340721
"FZD4",6.172716315,6.095946584,6.163296253,6.006925078,5.926417857,6.080085692,5.801896827,5.844426909,6.208176222,5.928080947,5.901629081,6.163221462,5.918579578,5.88972263,6.049659466
"FZD6",4.577720214,4.583799158,4.750144546,4.79762381,4.781667773,4.930562807,5.039786533,4.924695053,5.017888441,4.899662609,5.365497891,5.170656755,5.438139258,5.338976225,4.41210327
"FZD7",3.824784448,3.76654639,3.791015102,3.857270803,3.810469606,3.818330416,3.808059514,3.867174169,3.751387665,3.760600772,3.895551581,3.734118202,3.818669483,3.763821132,3.744753719
"PCDH11Y",3.309915575,3.276918787,3.455482728,3.345707829,3.600318801,3.352008224,3.552256436,3.46105469,3.231074676,3.139873448,3.28583344,3.390178442,3.395868775,3.433105847,3.38233021
"FZD8",5.626758986,5.232604409,5.331062887,5.042433879,5.228410666,5.349098344,5.082001925,5.024192843,5.346715315,5.35893899,4.874738555,5.194505619,5.141260109,5.201356775,5.201479207
"FZD9",4.764659171,4.714783752,5.048716667,4.835761005,4.808818209,4.900013803,4.617786165,4.664484739,4.832957582,4.795849142,4.672013189,4.818728732,4.704459165,4.676410161,4.863137361
"GFI1B",6.737712456,6.595183523,5.878318904,6.336657603,6.32789331,5.784829128,5.934966306,5.68830853,5.598025832,6.239644837,6.115064113,5.969675538,6.019639476,6.067689518,6.189203622
"H2AC13",5.18258776,5.455166876,5.310997186,5.422053576,5.432797807,5.001897712,4.818612254,5.374924741,5.356075859,5.369150978,5.134564232,6.017406596,5.400839953,5.383934082,5.251403742
"CAPZB",12.31849889,12.27864773,12.11520204,12.26539997,12.09107294,12.16603548,12.08546326,12.04276153,12.02035015,12.16071355,11.91777307,11.99380945,11.94366668,11.86792283,11.78724552
"H2AC15",5.205417083,5.133728434,5.369848731,5.56883874,5.47459919,5.736002375,5.177221416,5.224177401,5.585795642,4.830783694,5.818659884,5.138648879,5.608102479,5.471414172,5.656183443
"H2AC16",3.561159528,3.634547516,3.673232644,3.52478594,3.509146235,3.666722694,3.568977983,3.427851418,3.696762521,3.702753635,3.827474813,3.987306177,3.643782057,3.62278187,3.773599605
"H2AC4",5.031483682,5.094865996,5.050138147,4.7775374,4.957652842,4.959514801,4.864059545,4.936097089,4.81222293,4.816859106,4.961603313,4.670640588,5.06563989,4.818613154,4.714540048
"H2AC17",4.757919353,4.902343178,5.217536312,4.821950101,4.425419499,4.674488224,4.693438811,4.630267959,4.604986106,4.75056514,4.83537778,4.951604638,4.777326304,4.605704748,4.650625688
"PITPNM3",4.110005206,4.123268909,4.432136148,4.090983919,4.116494146,4.108679992,3.969029594,4.07529391,4.064851349,4.0381227,3.900831455,4.070247164,4.266669436,4.005328164,4.178658743
"H2BC8",5.805728075,5.983762314,6.169499093,5.42021992,5.872960591,5.436949035,5.592957402,5.402006445,5.802822689,5.986574033,5.44450857,5.73904536,5.514003642,5.503456482,5.779129437
