""," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"NR2C2",5.061261795,4.889053782,4.904514212,5.02006968,4.889879618,5.216622527,5.009499436,5.098505631,5.392798601,5.221929193,5.000229166,4.977451825,4.507539042,4.77197126
"HSP90B1",8.913915872,8.529470853,8.820145268,7.710697636,8.710748693,8.290941269,8.839605046,7.301241025,8.36291058,8.576596627,8.486344039,8.106848018,8.300329934,8.090734086
"TRAF1",7.968611687,7.925646386,8.170594565,8.208297592,8.049787481,8.041229961,7.865413723,7.072035094,7.536311019,7.28802725,7.517074949,7.914343745,7.898599479,7.797643972
"TRAF2",6.339895682,6.536255775,6.515493946,6.863829811,6.755417076,6.582208291,6.456540057,6.56932413,6.472008589,6.320206818,6.578832597,6.695189106,6.730236448,6.763121115
"TRAF3",6.559565037,6.590728786,6.513245659,6.786054196,6.782248068,6.673474765,6.628322084,6.487997491,6.75895369,6.734537343,6.737776599,6.690316744,6.78881264,7.045418668
"TRAF5",9.510881345,9.801657906,9.893653188,9.107721301,9.615176962,9.551320721,9.512205119,7.695297383,9.08205985,8.806094171,8.804021605,9.137793939,8.943137025,9.175915619
"TRAF6",8.124107188,8.041500763,8.137066306,7.824584491,8.167591464,8.0508155,8.177681783,7.340151733,8.254600052,8.324399825,8.229388279,8.091372857,8.230266791,8.366914455
"C3",6.473570783,6.268214146,5.976208861,6.643745724,6.2768278,6.414124144,6.275434857,7.180274996,6.676397024,6.390741529,6.449781675,6.374205863,6.767899126,6.100142932
"C3AR1",9.37606764,9.142984509,9.181225658,9.211823415,9.433401309,9.327118836,9.483231737,8.963415442,10.81490814,10.69081685,10.55092848,10.51677676,10.01617728,10.22476694
"ACTG1",13.70644257,13.7047084,13.74439629,13.5484239,13.67674091,13.68308414,13.58050946,13.31801433,13.38466906,13.43729518,13.52494796,13.63320848,13.62611608,13.59692586
"TRH",4.722227422,4.910272933,4.921448531,5.563097019,4.95313768,4.772812818,4.86372805,5.77700516,4.528502274,4.439545659,4.629904957,5.012610092,4.892312163,5.076893361
"TRHR",4.552816608,4.286998155,4.565961116,4.538299153,4.402051573,4.758734578,4.44642054,5.933027818,4.467570023,4.559114916,4.545119963,4.359332845,4.710127046,4.619793664
"CCT3",10.13191225,10.34302035,10.59021219,10.03675854,10.23440696,10.23782278,10.25084573,9.474504833,10.10614896,9.835933914,10.21986993,10.24688323,9.994234331,10.05360735
"TRIO",6.420492881,6.301361404,6.39777348,6.518807752,6.330697272,6.327626191,6.347679016,7.264864269,6.276662657,6.347491723,6.334013769,6.349000807,6.35519875,6.412470542
"TRIP6",6.99794285,7.163756329,7.241529333,6.878223244,7.161153584,7.059232245,6.842020511,7.71273261,7.264627025,7.037277635,7.261699526,7.060088994,6.912798947,7.161993381
"TRO",4.862919247,4.876964923,4.938229769,5.133012537,5.003763122,4.783635194,4.853808994,5.993053272,5.056788534,5.037129187,4.974947983,4.971473483,4.901177704,4.757815185
"TRPC1",3.884684927,3.952724356,3.987282488,3.778370607,3.711988207,3.955520452,3.886637949,3.744291177,3.921153732,3.762373321,3.702317909,3.994645859,3.754591129,3.760485364
"TRPC3",4.005527678,4.28494175,4.348785737,4.605280571,4.391052396,4.573591158,4.064723132,4.761673438,4.257519884,3.983712682,4.258624609,4.33746632,4.156270401,4.315496967
"TRPC4",4.079415348,4.126405207,3.953445485,4.223880646,3.930600364,4.08254839,4.070615798,4.24584571,4.118999376,4.089799389,4.124049601,4.352642967,4.165770977,4.079790968
"TRPC5",3.901770237,3.711718316,3.692454054,3.44427647,3.728283855,3.681824114,3.746956335,4.598495645,3.898389275,3.562105908,3.695385026,3.896593569,3.764636771,3.798874251
"TRPC6",3.999585086,4.093762898,4.011668503,4.197398891,3.996523232,4.206957634,3.931755097,5.156830487,4.21726946,4.188696792,3.937216135,4.050753705,4.293344618,4.021352453
"TRPM2",6.774053369,6.709921195,6.525309724,7.271477817,6.769968176,6.277917055,6.505796323,7.869878738,6.80517842,6.341466806,6.782368934,6.835454599,6.814345695,6.876055619
"TRPS1",5.994011135,6.520937434,6.585864535,5.387837622,6.42465618,6.309923349,6.470059721,4.326844693,6.168956534,6.130005874,5.959731784,6.294016275,6.116145106,6.129960437
"C4BPA",6.1023724,6.041465241,6.259468822,6.27073428,6.297566943,6.397185829,6.353641209,7.375538149,6.408339879,6.705819428,6.538092525,6.585907204,6.38170288,6.259198655
"TSN",7.405272798,7.400508584,7.532086804,6.987073253,7.173526196,7.413249016,7.330563704,6.201957106,7.063397645,7.174891188,7.147671572,7.358647728,7.252575808,7.25465029
"TSC1",8.685275947,8.716782323,8.950224509,8.690024604,8.726739518,8.64614628,8.649514819,7.429867695,8.323735004,8.107294836,8.363600462,8.487650292,8.575045587,8.549823655
"TSC2",8.731725354,8.66430617,8.763001077,9.023495299,8.916624344,8.52524843,8.468522791,7.415754764,8.35266837,8.302758808,8.177359884,8.497224869,8.599048102,8.420293908
"TSG101",10.03051304,9.946576074,9.815759199,9.551028014,10.04436856,10.01543291,9.92206259,9.176426412,10.07717463,10.10702429,9.983955966,9.778387568,9.580754085,10.11864699
"TSHB",4.759613012,4.686772109,4.81516955,5.11114468,4.83902031,4.816939631,4.804433927,4.998206175,4.883497726,4.957633574,4.851916019,4.643570402,4.842038468,4.994131277
"TSHR",3.849778351,4.065505189,3.850382443,4.051652604,4.047720773,3.965043482,3.990791365,4.245490694,4.044802976,4.050757965,3.955923334,3.87955102,3.997006215,3.991782698
"TSNAX",7.436079333,7.936280395,7.859396738,6.005578878,7.178327973,7.618331065,7.691025294,5.50774226,7.470739985,7.773399619,7.193383289,8.029880734,7.460246916,7.28684549
"TSPYL1",10.38417589,10.52301336,10.67013141,9.788421035,10.2771812,10.37770003,10.42428315,9.338078735,10.01256666,10.03404904,9.961132267,10.48629304,10.27295747,10.17490047
"C4BPB",4.746707733,4.808540012,4.805472906,5.329231503,4.940022228,4.611345787,4.747653798,4.733480419,4.87531357,4.875419894,5.224900453,4.628188759,5.146788031,5.043015901
"EIPR1",7.963201238,7.884165636,7.995417083,7.537358537,7.796797397,7.865589768,7.93516858,6.753812412,7.704165821,7.456911722,7.892200318,8.16524607,7.980877861,7.899145329
"PHLDA2",4.63443633,4.398316431,4.674623091,4.439364511,4.399466496,4.731651383,4.577675889,4.487897625,4.833522593,4.790992664,4.877877684,5.001056062,4.755348742,4.722040902
"TST",9.508491129,9.085199658,8.924387459,9.244848494,9.508124239,9.242647078,9.02662586,8.576017468,8.933890491,8.955394787,9.059405683,8.783258683,8.865792481,9.126174003
"GFUS",9.279939871,9.179892923,9.136459854,9.290774848,9.233972342,9.247794492,9.229537104,9.162542451,9.323473497,9.518454554,9.604201808,9.492485585,9.237002129,9.531289706
"TTC1",8.665561875,8.661911718,8.739368105,8.891048195,8.828930248,8.840359608,8.798541115,8.258369556,8.845041575,8.619631191,8.766822442,8.826150937,8.807795912,8.715013916
"DNAJC7",9.017171492,8.734074735,9.373864527,8.95576509,8.707638165,9.542130691,9.113205497,8.695722106,9.336732758,9.194641366,9.311892775,9.486059662,9.44360977,9.120164052
"TTC3",9.699460127,9.634684031,10.14163773,9.370402483,9.661135829,9.699920473,9.757584202,8.802839448,9.177767428,8.875890808,9.095801981,9.583277594,9.587839895,9.358728628
"TTC4",7.852516022,7.780393488,7.918608775,7.624310699,7.730756073,7.891696321,7.849800327,6.813113427,7.643912949,7.49064024,7.605066048,7.98468291,8.002983824,7.794562869
"CAPN5",6.875999313,6.698641868,6.704140175,7.267123029,6.72468883,6.985833048,6.627210077,7.723790621,6.898124564,7.393485928,6.922581898,6.75393215,6.645883739,6.965706706
"TTF1",7.754511296,7.452511642,7.958071305,7.467094541,7.539850271,7.804685925,7.721856489,6.249198788,7.576634198,7.372102991,7.616163364,7.566973544,7.782679983,7.43282826
"TTK",3.732216453,3.936403648,4.076413917,3.897573717,3.846832603,3.998576172,3.842606629,3.788143564,3.822704725,3.891730855,3.883867002,3.790890957,4.078474458,3.837200938
"TTN",7.065464986,7.159616682,7.350907679,6.702420211,6.827537278,6.882980004,6.960422046,6.908371903,6.458141151,6.056722897,6.328234031,6.73248375,6.742586983,6.645902356
"TTPA",3.916892043,3.922187052,3.839969203,4.337119749,4.353644591,3.90780735,3.92882708,4.42588745,4.204985053,4.232256822,4.099477823,4.24491688,4.471600222,4.14355543
"TTR",5.909950791,5.962734279,5.674295614,6.122849293,6.044276102,6.061672859,6.035069779,7.087104233,5.96773339,6.155547904,6.208832572,6.161494688,5.88750304,6.063695491
"TUBA4A",11.70698596,11.59217362,11.44310138,11.65645711,11.65541187,11.68897994,11.44079463,10.63831763,11.33478461,11.10386126,11.13238619,11.44260465,11.08949306,11.10625207
"MUC5B",5.24357559,5.132086211,5.195845126,5.660900418,5.28638885,5.161227403,5.151995696,6.473617945,5.551189252,5.481586673,5.359084624,5.251289155,5.550240317,5.447699081
"TUBA3C",8.863622115,9.261403183,8.919051028,9.372164193,9.112177118,9.014453247,8.93938248,8.753127513,8.953841595,9.116711093,9.113218209,8.681399237,8.621782097,9.146436013
"C5",5.682762727,5.581428344,5.662698089,5.32502898,5.626082633,5.413924881,5.673556724,6.788390178,6.889168298,6.787570283,5.9798098,5.694446903,5.976109403,5.768746217
"TUBB2A",9.387931731,8.827523416,8.581092429,9.569504218,8.912669895,9.539634894,9.184596062,7.726668288,9.37298309,10.23888511,10.13874682,9.762022278,9.54237613,9.832965714
"TUBG1",6.212079376,5.985806773,6.342446507,6.219818733,5.916170865,6.514812941,6.194326725,6.414228356,6.202584112,6.210212323,6.321819666,6.611530114,6.402121437,6.724311805
"TUFM",10.41483026,10.6195291,10.55444206,10.25360502,10.52083029,10.47082896,10.32615892,9.868904495,10.17542764,9.891080036,9.964014933,10.35611733,10.04524259,10.09333403
"CDK11A",8.948061052,9.040557552,8.998623115,8.909477752,9.072431725,8.776505113,8.837996922,8.118599149,8.957712674,8.742044916,8.610389689,8.89280229,8.51584256,8.871318986
"TUFT1",6.661848576,6.473838048,6.384160329,5.780297991,6.486574621,6.059044267,6.176291555,4.877581082,6.297597002,6.847440282,6.468234615,6.683623607,7.115313207,6.523437103
"TULP1",4.670829632,4.697133601,4.222465484,5.375493801,4.301227029,4.61456204,4.379300016,6.217913335,4.534112862,4.723991048,4.805465708,4.807072045,4.922939638,4.493650146
"TULP2",5.256390131,5.151314201,5.316361562,5.520603599,5.247190178,5.094190924,4.955554308,7.071510952,5.160205451,5.441432048,5.443789633,5.591437462,5.45496408,5.354126016
"TULP3",6.665379243,6.735729209,6.768657123,7.101524599,6.759586292,6.771704926,6.607684275,6.252937728,6.425136931,6.219784005,6.37579375,6.660819799,6.855569513,6.512730081
"C5AR1",12.24337501,12.35264309,11.71066032,11.82005072,12.41117483,11.98549818,12.17297571,11.06966205,11.87153501,11.91878162,11.81578994,12.06232,11.83548165,11.92066687
"HIRA",8.04035648,7.241916897,8.313251105,7.804452563,6.826850862,8.56113606,7.985671265,6.404250922,8.994062655,8.827524853,8.375874184,8.571321618,8.182386957,8.01829151
"TWIST1",3.767408155,3.817190667,3.819487026,4.061124304,3.834550134,3.757878617,3.762600478,4.902600808,3.768164689,3.890151903,3.849149229,3.864004614,3.993451001,3.881491335
"CCR2",8.741312674,8.681108417,8.890043382,7.896574965,8.455561037,8.469239175,8.799491172,8.049441948,9.569382844,9.704359156,9.456832689,9.186742887,8.609513748,9.02726155
"TNFSF4",6.785685543,6.57944221,6.064138448,6.283917599,6.37691411,6.311539137,6.253931239,5.712219969,6.331783682,7.014693258,6.615417951,6.449760936,6.448426337,6.516525798
"TNFRSF4",7.145590063,7.015221971,6.924558177,7.345570458,6.926736202,7.079959458,6.907514715,8.03429346,6.843907872,6.949962199,7.045685716,7.525045161,7.341146677,7.50724421
"TXK",9.37029381,9.355098432,9.582339602,8.96073772,9.063529505,9.532616292,9.307945778,7.308932513,8.910963664,8.511301069,8.328925988,9.397108298,9.01788125,8.616299111
"TMEM242",5.21356772,5.419984345,5.288534453,5.739694603,5.152484656,5.361788986,5.044200482,6.057767327,5.308974472,5.324238208,5.362544395,5.221344289,5.646546413,5.331305435
"TXN",7.469650108,7.499767464,7.184051268,6.811095741,7.958209599,7.270469216,7.704125326,6.710166561,7.229361681,7.247634935,8.046018099,7.364498412,7.08045415,6.659885332
"TXNRD1",9.669227977,9.753357722,9.662822622,9.432680663,9.721046498,9.589053042,9.646022501,7.960044606,9.288915375,9.453760131,9.313001556,9.659219851,9.194838348,9.564889044
"TYK2",10.01751425,10.12678143,10.02744172,10.10245531,10.18793371,9.899061468,10.05465626,9.432833708,9.77289753,9.268634706,9.538549243,9.87905111,9.747987251,9.747294496
"TYMS",6.749524072,6.401742632,6.593511263,6.635258687,6.398210216,6.902671936,6.343164661,5.503545908,6.904363165,6.765448742,6.740613647,7.529661528,7.253310904,7.241450042
"TYR",4.604138429,5.026663945,4.610007881,5.696234171,4.648827419,4.717447178,4.732781924,6.45116871,4.309082382,4.961483125,4.859316683,4.895563711,5.11904965,5.1932374
"C6",4.876847551,4.905651133,4.802258574,5.63895615,4.885621772,4.827979934,4.687477608,5.298106572,4.679003958,4.897078023,4.89326646,4.984257152,5.115839104,4.981905316
"ACTG2",5.864312523,6.058111433,5.738786316,6.232204056,6.058094788,5.861607397,5.900878636,6.183899398,5.846553382,5.824993629,5.956033951,5.905941322,6.124500951,6.054515952
"TYRO3",4.868050273,4.935160019,4.918331624,5.00878645,5.026287452,5.019231581,5.001003938,6.228235023,5.009334887,5.17332597,5.149498336,5.063997182,5.380535038,5.181908484
"TYROBP",13.32315721,13.25657688,13.10241504,12.85487963,13.42950213,13.39138877,13.47260956,13.18599909,13.62714235,13.43476736,13.42104195,13.45823556,13.25350816,13.28891968
"TYRP1",3.598318319,3.750437038,3.693119152,3.722311912,3.866926612,3.632351795,3.62900185,3.617788181,3.743318572,3.743985622,3.762439073,3.632742773,3.669123925,3.737240206
"U2AF1",11.00540118,10.86941608,11.0316767,10.75910773,10.92052526,11.04262246,11.02065108,10.26626798,10.95015385,10.83179269,10.8848663,11.02972117,10.86498721,10.83365072
"C7",4.0347691,4.067812519,3.848097915,4.305721479,4.210107273,3.981254373,4.044514419,4.367674478,4.057504878,4.122024094,4.210973468,4.136915248,4.203741836,4.208204692
"UBA52",14.20879669,14.20673343,14.10364675,14.20549699,14.06357662,14.17664865,14.1327846,13.96037066,13.90539081,14.13593516,14.2020682,14.14225808,14.18635954,14.19053585
"UBB",14.38799459,14.25216732,14.22058074,14.372897,14.23736704,14.33918944,14.27640365,14.38533574,14.29519082,14.52879187,14.4674184,14.47078941,14.37624064,14.42565498
"UBC",13.96554594,14.04246273,13.93923863,13.61654536,14.00421071,14.01517459,14.0036797,13.64152244,13.88646495,14.15529661,14.1137843,14.17636429,14.1191074,14.075064
"UBA1",11.79737807,11.78913496,11.752704,11.78997859,11.95995416,11.5092777,11.64843924,11.25366394,11.54345051,11.20547508,11.18736789,11.52711166,11.50759712,11.43910445
"UBA7",9.514707961,9.578322536,9.695821157,9.719579334,9.678331905,9.592851278,9.706885196,9.929159646,10.50946173,10.06975044,10.01250508,10.00514825,9.958542362,9.852038583
"UBE2A",9.322462636,9.471792763,9.464888486,8.966957097,9.270031901,9.452555917,9.477727603,8.089831196,9.535329765,9.535082524,9.579639882,9.756662366,9.28657408,9.616799754
"C8A",3.886500513,4.060839713,3.861671962,4.475619719,4.037721682,4.047611588,4.031975619,5.234793451,3.893351383,4.125925693,4.259248561,4.173616337,4.024501933,3.964107938
"UBE2B",9.824111361,9.795091821,9.404594511,8.507917888,9.514013138,9.57537387,9.768107609,8.424568949,9.822191181,10.24015178,9.62572417,9.522315608,9.297785624,9.46323585
"UBE2D1",9.462329468,9.47095669,9.088613914,8.043417778,9.712513806,9.658086023,10.28882308,8.286054296,10.12033756,10.30634573,9.838021964,9.69359916,9.099668979,9.506016667
"UBE2D2",8.740476365,8.91788922,9.027331374,8.43851283,8.704417635,8.867547469,8.955933186,7.675590448,8.473229786,8.597632351,8.46001743,8.952000899,8.581130947,8.754368639
"UBE2D3",11.14558286,11.28524349,11.16450204,10.38811948,11.11548239,11.07030022,11.20959011,10.33607546,11.35031036,11.5226425,11.29730113,11.09510187,10.76650993,11.12913175
"UBE2E1",9.28602965,9.572863053,9.563042806,8.446881311,9.15945225,9.404278438,9.541341936,7.342566648,9.409330148,9.375183349,9.411634113,9.622400282,9.35976968,9.364919106
"UBE2G1",9.867325619,9.963446025,9.977170736,9.330747111,9.823123716,9.938292415,9.940509762,8.307328519,9.617939545,9.652408519,9.459347562,9.839613467,9.310694847,9.656830339
"UBE2G2",8.679549033,8.269600902,8.818801737,8.372328015,8.463762473,8.746340754,8.552999821,7.825243744,8.291419596,8.39258979,8.412571047,8.828619246,8.617688208,8.3122405
"UBE2H",8.521815615,7.882385778,7.888001258,7.741984069,8.137236462,7.780697136,8.323000089,7.632739265,8.083965288,8.744570488,8.337221328,8.009285818,7.900557814,8.085504654
"UBE2I",11.00249599,10.93173541,11.04816875,10.67630025,10.96479007,11.0216815,10.82798778,10.27911737,10.66290033,10.66339723,10.68908625,11.12140271,10.90347504,10.95611894
"C8B",4.774999205,4.930629259,4.85063421,5.331591158,4.832278993,4.501051122,4.786677694,6.063478131,4.561048046,4.765603517,5.230985349,4.84661193,5.129996955,4.896053149
"UBE2L3",9.021977992,9.114404886,9.311846156,8.959858031,9.26950648,9.227755935,9.176057646,8.49056688,9.081722037,8.921169125,8.966398913,9.205423726,9.046658388,9.388446035
"UBE2N",8.202158557,8.324919221,8.542821605,7.504637826,7.9169929,8.071884113,8.336752803,6.731801711,8.030199609,8.205593616,8.173685046,8.485561154,8.162968753,8.189924799
"UBE2V2",7.612038115,7.57502533,8.056997648,6.826819262,7.371037642,7.741784361,7.742378946,5.604524511,7.435325262,7.74235882,7.496285866,7.787341907,7.496750399,7.355407072
"UBE3A",6.713623833,6.869177345,7.110842785,6.178018783,6.414873761,6.655006342,6.71865751,5.805673964,6.479787997,6.606210986,6.467339387,6.707723026,6.578738629,6.529608037
"C8G",4.673820622,5.03920835,4.780422787,5.212212091,4.626598134,4.798668724,5.014590521,6.084393503,4.903793734,4.904926858,4.775768225,4.974263447,4.922240485,4.684986131
"SUMO1",5.119163578,5.207930426,5.315233372,4.430389166,5.154009374,5.526191979,5.417330054,4.290422596,5.130879384,5.146357412,5.29280943,5.560395498,4.90609845,5.304578552
"UBP1",9.212222486,9.368686652,9.645319321,8.542030073,8.898615822,9.240184335,9.268929,7.597921349,8.965107801,8.959223831,8.969323468,9.484357684,9.126250824,9.036736355
"UBTF",7.839086648,7.500612875,7.703200345,7.397791371,7.820834001,7.353612267,7.465336044,6.585723806,7.161072233,6.902997548,7.025863995,7.257274099,7.369940661,7.114136363
"UCHL1",5.334816749,5.097786421,5.202248051,5.59294138,5.287753856,5.249970323,5.26182215,6.935881557,5.403236163,5.25797711,5.631503154,5.299411849,5.430424452,5.193922584
"UCHL3",5.775971457,6.114361621,6.304825276,5.399637727,5.687516715,6.421605806,6.207720043,7.624770551,6.400087677,6.104961075,6.213161241,6.624049146,6.398180025,6.223556031
"UPK1B",4.506071795,4.501787252,4.354860422,4.567668944,4.535080406,4.424040313,4.345062002,5.001605331,4.617862948,4.42703048,4.548394434,4.590188046,4.53009489,4.622528182
"UCN",5.527034121,5.550040288,5.711022981,5.680725768,5.554782613,5.464945131,5.618548509,6.472786383,5.514111244,5.243243175,5.183862627,5.603145913,5.116351513,5.18792177
"OSGIN2",5.166582281,4.879713426,5.088781341,4.350949183,4.645464296,5.126019853,5.78222472,4.786230285,5.72291916,5.638016156,5.421645307,5.422256193,4.930165581,4.794544814
"UCP1",4.260673899,4.160837112,3.967636388,4.63733379,4.426489743,4.03584711,4.165917319,5.707504997,4.233075962,4.107589268,4.177661092,4.422861562,4.583512532,4.391541244
"UCP2",12.63694506,12.19780725,12.32415091,12.40478367,12.36839759,12.34235124,11.95741527,11.82494064,11.85327749,11.93442737,11.90040349,12.52055415,12.32676324,12.22513834
"UCP3",6.054199374,6.072990606,5.925810495,6.460477518,6.225741153,5.992454885,5.991700149,6.903786865,6.051432625,5.998041455,6.159494804,6.084817788,6.186378604,6.119692511
"UFD1",8.819051125,8.838659967,8.88121484,8.953829504,8.859728856,9.111296003,8.885275422,8.532105149,8.903070185,8.513943174,8.602863917,8.922061133,8.620105776,8.610653173
"SLC35A2",6.749718856,6.671768188,6.513072954,6.847435669,6.618294146,6.623744844,6.590513445,6.266978781,6.639007156,6.599969521,6.666778694,6.711166505,6.631080146,6.769807353
"SCGB1A1",4.575981129,4.363407063,4.46677655,4.847308811,4.344376299,4.395902366,4.186074981,5.595917341,4.404978322,4.434118116,4.845829619,4.569803154,4.723877106,4.882095373
"UGCG",8.731518001,8.164796708,9.231634782,8.027738334,8.155058228,8.91075007,8.812859414,6.638056676,8.639458314,8.822228455,9.025982033,9.229116591,9.104996291,8.28351363
"UGDH",6.275270038,6.401648197,6.647164106,5.630627603,6.032428046,6.534260297,6.301665161,5.347087359,6.047204757,6.271893188,6.181676624,6.491530709,6.126060622,6.224292369
"UGP2",10.17432839,10.28456195,10.42023887,9.666597055,10.12771025,10.23036785,10.21968926,9.329226463,10.23176531,10.30898824,10.21331181,10.3738198,10.01656526,10.29737
"UGT2B4",3.311113107,3.44693376,3.322402089,3.474329997,3.414467878,3.446764236,3.358363756,3.524921302,3.340463967,3.487893766,3.425684674,3.528156593,3.328101645,3.435932931
"UGT2B17",3.746651259,3.714440609,3.672654856,3.775738526,3.558590005,3.868330904,3.784859436,3.939467201,3.724326984,3.876830702,3.556653004,3.65457225,3.659629357,3.591686465
"UGT8",4.475441144,4.511604922,4.384840429,4.606466986,4.557596834,4.854674992,4.79701326,4.72513073,4.719862262,5.107984329,4.748454027,4.61883894,5.081681647,4.605150178
"UMOD",5.077050836,4.959938126,5.104164354,5.468314585,5.134883403,4.848937741,4.736848309,5.676424098,4.894295183,5.203108427,5.239062885,4.857329272,5.434136203,5.214280327
"UCK2",6.252694644,6.681559114,6.30537035,6.450742086,6.273426261,6.547512336,6.304723439,6.465856051,6.47224819,6.333104285,6.409319113,6.815479863,6.349822247,6.611683666
"UMPS",6.642812564,6.753749016,6.938797739,6.629607081,6.490864754,6.738643485,6.677189398,6.305787586,6.497416319,6.716669505,6.632574582,6.797284782,6.940669343,6.650202262
"COL14A1",4.069435857,4.084817432,3.976658157,4.357036162,4.144429944,4.143390648,3.94708862,4.682434719,4.004983611,4.118456589,4.047068581,3.972984542,4.036522434,4.062402648
"UNG",7.394304596,7.571279129,7.729612276,7.185060921,7.341850075,7.532653581,7.597084131,6.127146313,7.029742731,6.776658103,6.933068412,7.636727275,7.301236894,7.410692205
"USP4",10.77774266,10.59728527,10.6172934,10.42862449,10.7736473,10.6958508,10.7260502,9.915608316,10.6655369,10.5900883,10.47982244,10.48734418,10.5894678,10.38530355
"NR1H2",8.821477008,8.739311729,8.770979805,8.78841499,9.106548213,8.8098766,8.857604618,8.441457456,9.085519828,8.919187219,8.784862837,9.178694434,8.731585006,9.040784244
"UPP1",9.210880721,9.081688594,9.130632022,9.174173145,8.810613503,9.275134375,9.085730226,7.820462912,9.536287334,9.316543688,9.537773738,9.752305083,9.362348049,9.652398187
"UPK2",4.348121091,4.639017003,4.45350397,4.334501957,4.457928194,4.75458742,4.5129638,5.633038113,4.594453177,4.589608021,4.348293342,4.461235773,4.482769364,4.57948545
"UPK3A",5.966192949,5.772684477,5.804259287,6.370935636,6.092860867,5.986293029,5.815228204,6.80429505,6.084472586,6.153423769,6.303711744,6.706583642,6.63909866,6.515561987
"UQCRB",5.108139264,4.880764556,5.040579058,5.081393888,5.114449723,4.976910877,4.923932235,5.030642868,4.778515573,5.056881956,5.069424947,4.907400234,4.999022653,4.855213416
"UQCRC1",10.14842339,9.912837354,10.11082329,9.976893457,10.08515641,10.06011512,10.00065528,9.286456993,10.02967345,9.76398497,10.01888043,10.33691445,10.16275742,10.11496261
"UQCRC2",9.265475613,9.254803142,9.509647727,8.701091276,9.222679181,9.321779702,9.336760244,7.691355716,9.084428737,9.07756725,9.260018211,9.227773094,9.049290555,9.157110107
"UQCRFS1",10.36625428,10.26030351,10.47424566,10.09776462,10.17649844,10.57393267,10.49122241,9.792091899,10.4391663,10.38258448,10.44964524,10.80719929,10.46794162,10.59375864
"UQCRH",8.990077613,8.771395124,8.92069203,8.366061531,8.749247856,8.760915992,9.142049723,6.807421883,8.379428629,8.10556077,9.041553297,8.752812447,8.961006363,8.642341749
"UROD",8.965755996,8.851275583,8.935674207,8.804324299,8.811564456,9.021115368,8.832029143,8.068680127,8.834309461,8.800243206,9.062146019,9.257794296,8.984548721,8.951886404
"VPS51",11.17929644,10.98145542,11.34097505,11.1951195,11.00969519,11.45569314,10.91270811,10.30491418,10.68512208,10.39208425,10.47106541,11.04069294,10.84244008,10.85704891
"UROS",8.01826869,7.662791968,7.930684754,7.971215008,7.691421081,8.064211657,7.717860879,7.310525678,7.748100051,7.813103375,7.952912253,8.037371415,8.091334544,7.958794494
"USF2",9.383271412,9.393147866,9.383371353,9.794661358,9.345275917,9.424349,9.302268124,9.654687511,9.192638631,9.256479083,9.322408689,9.431975836,9.620312888,9.427752876
"USP1",7.997848649,7.863414727,8.570855996,6.842301533,7.267704674,8.098292073,8.224942154,6.089860549,7.876852161,8.360550216,7.821319357,8.1002926,7.824172994,7.399311546
"USH2A",3.464248119,3.584251002,3.564105801,4.008385011,3.665236867,3.683072276,3.700124078,3.876072348,3.53474289,3.48968307,3.657753381,3.585733051,3.714304467,3.656893222
"UTRN",6.348271971,6.335032249,6.335346222,5.816337362,6.39584614,5.976130394,6.340394428,6.217658865,7.033931246,6.953859024,6.540023339,6.483551564,6.316925833,6.211822864
"KDM6A",7.464097417,7.566199326,7.528295617,6.508225619,7.332225512,7.39279924,7.532507732,6.037497317,8.033642214,8.081894715,7.691530758,7.507569069,7.291298002,7.295592955
"UTY",5.204127509,5.233107477,5.196313668,5.632439275,5.194739131,5.168316851,5.343025574,5.829528095,5.349856579,5.681880273,5.493591421,5.326691625,5.670879393,5.337567825
"UVRAG",8.193807479,8.219910555,8.338384307,7.924116815,8.115391291,8.171830265,8.273609872,7.449272761,8.219856266,8.229075796,8.171553457,8.31985355,8.187514195,8.080949355
"VARS1",7.355797542,7.154059881,7.37119914,7.643887319,7.49280147,7.270018203,7.086353522,7.473405314,7.063557704,6.744708286,6.92790377,7.233087445,7.37462355,7.094768139
"VASP",11.23309668,11.26902387,10.88752105,10.91015943,11.5259135,11.15400112,11.25504375,10.78436973,11.36285871,11.29009745,11.35315348,11.43708918,11.31477099,11.48856101
"VAV1",10.39329617,10.50830214,10.3874882,10.33603262,10.61438776,10.37857444,10.41181134,9.806818698,10.54835138,10.44382049,10.41321141,10.59620916,10.41888771,10.62457375
"MRPL49",9.85612375,9.68731137,9.847152194,9.530157434,9.637232861,9.807665038,9.689735232,8.928306058,9.537929025,9.50155763,9.666654595,9.975460877,9.871241776,9.959688783
"VAV2",5.841933762,6.009658548,5.959518342,6.555536542,5.952466765,5.908520442,5.950219532,6.406573032,5.776423264,5.753664424,6.035880662,5.94952532,6.252514529,6.028597584
"VBP1",8.129265056,8.231181029,8.46465932,7.315279147,7.776847013,8.357733108,8.331709549,6.228768837,7.999104749,8.23172276,8.136634188,8.401589119,8.140401911,8.245965757
"VCAM1",4.087133764,4.126691683,4.05674844,4.266603107,4.172819991,4.043720543,4.148929409,3.866113785,4.120146971,4.345668036,4.27154767,4.44116218,4.109566186,4.231797327
